-3.605882810275733430e-01 6.440595532617703067e-02 2.931545636688822065e-01 -6.430357485058657563e-01 -8.927590988330488253e-01 2.072157344723915273e-01 2.560838574786116206e-01 1.393569251236989048e+00 6.800099823591363446e-01 1.019568774274836054e+00 1.559563546538855316e+00 1.554502080730727043e+00 1.568250943201350500e+00 -2.623699298616652756e-02 -7.418440472676534059e-01 -6.246238760855455929e-01 3.894246311166245644e-01 3.341375742847325081e-01 -1.351966614008026993e-02 4.109172389758687927e-01 -1.170448015027247823e+00 -6.615539241968215745e-01 -6.996591663813013229e-01 -1.141753444446830912e+00 -3.123175085238846904e+00 -1.467506282751193325e+00 1.674143622264879783e-01 9.217946980840984184e-01 6.910817271066576062e-01 4.445904608939391794e-02 3.660137087796440092e-01 -2.843433874886758805e-01 -7.832286484725476949e-01 7.459952672081130443e-01 6.173742304486073973e-01 2.714847327690946277e-01 3.616864948147424652e-01 2.988932395914366325e+00 1.226770557747752788e+00
-6.057609837037888356e-01 -2.403178858112035021e-01 -1.411276797163965313e-01 -1.357851860075510064e+00 -1.336857494342533759e+00 -3.809266046748659429e-01 3.144766011298567032e-01 1.451528392774319338e-02 -6.955342395110261089e-01 -1.005851011470986350e-01 -1.046782325852666284e+00 -3.163927631913324157e-01 1.369080521398996220e-01 2.252612758842628959e-01 -1.624595441859575939e-01 -1.872475745081809417e-01 1.739198392367887980e+00 1.296547828327888396e+00 9.435762112046374162e-01 -4.482802660624275459e-01 -1.174729170190227517e-01 2.988204910560796623e-01 -7.844572819832485999e-01 6.489175621478644462e-01 -1.139563961614947996e+00 4.146298418384282147e-01 -8.631604032133753657e-02 2.611532064175236534e-01 -4.125476128331627690e-01 -1.916992372095249308e+00 -1.333121262744740188e+00 -4.995120016795254747e-01 4.137260814613084037e-01 2.049797580757507787e-01 -1.215429823182824082e-01 1.860513776899671790e+00 -4.208277138729706879e-01 2.025426061895034380e+00 1.263404838615185821e-01
-6.424667093451349453e-01 -9.134279037228950626e-01 -3.217857628265585190e-01 -3.797670732955816808e-01 -4.593958203152214703e-01 1.996454248982243718e-01 6.103023467900152710e-01 3.144115278423611493e-01 -1.095939453686931714e-01 3.074670424909174415e-01 5.018067413534967047e-02 -2.578736708497880059e+00 -1.290676089590785391e-01 2.134876246364282582e-01 6.348507412896895463e-01 4.605672764424378340e-01 4.413171334721125993e-01 9.389904891022395894e-01 -4.815916223356743187e-01 -9.693247690949353679e-01 7.285517348877904031e-02 4.183693610497978277e-01 -2.259330351237585077e-01 -5.392971777102159026e-01 1.882191035127367407e+00 5.767896807962135108e-01 -7.296296269862154182e-02 -3.944265775077446801e-01 -9.281850794925285975e-01 -1.048509807003761285e+00 -1.478081274584886806e+00 1.130291800637516220e-01 8.132775478728111462e-01 3.754714369410450808e-02 -1.426752694359439078e+00 -9.995295613897908771e-01 4.055097755338721820e-03 -1.118580005694240764e+00 -9.890875311094523559e-01
-3.896825884912454296e-01 -5.243351860628890915e-01 -3.342476843604866299e-01 -1.455332106846379814e-01 2.825725237101285314e-01 2.588132191202360266e-01 -8.891211456906950028e-02 -1.162991621680982274e-01 -3.264924755340076201e-01 -9.005262115325328720e-01 -1.528232916696176391e-01 -1.836518570216815416e+00 5.920703092637418230e-01 1.020179791035977640e-01 2.328894949513248824e-01 -8.256397089363948227e-01 -1.150338415553222582e+00 -9.609457379522257092e-01 1.262854594277925124e-01 2.814072456646025122e-01 2.310153049804221925e-01 8.915327309288204050e-02 2.401871224125418536e+00 -4.506314477761620002e-02 2.262024403487385982e+00 6.320253701858010720e-01 -1.970525791729756462e-02 -1.366998538952023112e-02 1.229286467640070768e+00 1.274388522339417573e+00 1.126960184431001544e+00 -5.481402055337671886e-01 -2.430302080163406764e-01 -1.082269311273028750e-01 2.798433444874129719e-02 -2.693570973502568133e+00 3.962922522634687028e-01 -1.565991710132085268e+00 -1.111789789782146265e+00
-4.496996872209824692e-01 -2.426611605282657791e-01 1.098685240092004273e-01 -8.001185535165622476e-02 7.193833778293028391e-01 -1.244947577297971092e-01 -2.525233054848146641e-01 3.550126883032275749e-01 4.036777990893533063e-01 8.608151001847201556e-02 -6.506179371719372773e-01 -1.181492008093377732e-01 5.115466656002007895e-01 1.093462513419267423e-01 5.637291294120699847e-02 -9.831170765770091968e-01 -1.145826941832344792e+00 -1.562701323193763869e+00 -3.047276525388174506e-01 4.646712787675657541e-01 1.444174909573761323e-01 -2.069206694688030979e+00 -1.921932124144695608e+00 -5.293497254368962901e-01 5.051126738816151540e-02 -1.057614350267080949e+00 -3.223255000074145421e-02 1.441283382374108357e-01 1.033609959004818446e+00 1.162392436450087940e+00 1.567624255045023896e+00 7.728896151366608791e-01 -5.293238187880147105e-01 -6.480784170023542456e-01 2.106251473441411726e+00 2.536216764085663655e+00 1.059852177040500276e+00 5.869987918094057289e-01 1.780419938449687489e+00
-4.176211436215906958e-01 -3.349195442888452390e-01 -1.143054397773930253e+00 -9.648993603887014991e-01 -8.801145672665324771e-01 3.457969418214087431e-01 1.511094602051095137e-01 6.674610520518091394e-02 -2.104041585944427806e-01 1.600138051327534283e+00 -1.902876787482724319e-01 1.124442974557282371e+00 1.295854170679868744e+00 7.406313228078319211e-02 2.200041520162017428e-01 1.100087901053449002e+00 7.459793820070048653e-01 9.257903135122881322e-01 -7.699288976579350408e-01 -1.466010583543465029e-01 6.147395410965136170e-02 1.404476410036254175e-01 -2.185994929608315207e+00 6.147265006504208928e-01 -3.143821124702866343e-01 -1.206085207153096528e+00 1.355748273040690774e-02 1.352415664744278656e-01 -2.055699501491498049e-01 -2.571918666346134086e-01 -4.420922313329421205e-01 8.085218011069841282e-01 4.680190394924567121e-01 -4.059941633536432448e-01 -7.377025707285381761e-01 1.350814445509532780e+00 -6.079587014927977373e-01 2.640932674032858141e-01 3.102578198349222327e-01
-4.631285473854264145e-01 -2.646252274787884717e-01 -8.508146254683439658e-01 -8.962059075226145310e-01 -1.184902508448954839e+00 -3.290169975922085932e-01 1.490934218403113798e-01 4.600651760629428377e-01 -2.084191713438066529e+00 -1.892129690463445257e+00 -1.338065615323891233e+00 -7.052768394150470133e-02 -7.170042416350406178e-01 6.347078864104042928e-02 2.778880975391848640e-01 6.370144897700914521e-01 5.825394261808684027e-01 1.066373196377607080e+00 9.430902166194510272e-01 -4.680005063255978648e-01 -9.180135850747230819e-01 1.609170002976877623e+00 2.417876574478378338e+00 1.229798386802952503e+00 1.057805400189170353e+00 1.905833423608949584e+00 1.319510920656932484e-01 -1.169149075804696951e-02 1.238257718414308151e-01 4.054170456770330722e-01 -8.836808430900641165e-01 -5.019605266856255188e-01 9.137251528568142156e-01 1.174584194037454399e+00 -8.358230156512769238e-01 -1.342267663015988211e+00 -9.240955131435938386e-01 -1.257571486021666241e+00 -1.825542917018013300e+00
-5.009092118467202148e-01 -1.609341811063409733e-01 -9.462504852369126029e-02 -4.509306887488012117e-01 2.823968395099260564e-01 -1.733536306350506595e-01 1.372982858896693026e-02 9.709697303702441440e-02 -3.243164581980286648e-02 -6.516065004446152109e-01 6.577819594346971943e-01 6.913716697967993152e-01 -1.024935254325964606e-01 9.369149771396989568e-02 4.283185373824065501e-01 7.849412868964477097e-01 3.455105217857533662e-01 1.693157100337295828e-01 5.357200316448508248e-01 6.787912549013052077e-01 -6.005608122671812765e-01 -1.144568127442196159e+00 1.302351840915433878e-01 -3.892850383989863716e-01 1.554285821741421825e-01 -6.833557288310171396e-01 1.906275408710001243e-02 -3.590197108024627548e-01 -6.812654506606992122e-01 2.920102360903125693e-01 1.740566998374900032e-01 4.050149879460199220e-01 -6.515921224046534732e-01 6.556383754017841570e-01 2.077307033192240748e+00 5.857618286482312309e-01 -5.659132081026997385e-01 -1.117966595144787689e+00 8.764333453787511719e-01
-5.673890454259795657e-01 -2.132347823701010586e-02 -2.489887494376010202e-01 -4.971547800740304668e-01 1.508621246039139607e-01 3.103941347653891847e-01 -2.716838407530178801e-01 -3.917419717510663424e-01 -1.342760814136804148e-01 6.251139505977015842e-01 3.355202869352740258e-01 1.304054215418327889e+00 1.443553842369747153e+00 2.524642795286087260e-01 2.679416970128237763e-01 8.362987091108593507e-01 1.175731310169036314e+00 -4.339973483526335385e-01 1.218255072243152326e-01 1.143059353265565514e+00 1.034156132656361304e+00 1.529101604225742428e-01 1.367955501351874881e-01 -2.979754645590559359e-01 -1.005228782616962802e+00 -1.117228319384293123e+00 -1.284027118780811383e-01 -2.030716704407807272e-01 -7.714406684581209817e-01 -4.090314029270296081e-01 8.120408473204464572e-01 3.247348516918771577e-01 -3.412971950825523515e-01 1.287790169203242574e-01 1.926040733255106547e-03 -5.914254299693771921e-01 -5.450298791531457132e-01 1.319138893966837200e-01 6.650637772892837862e-01
-5.453338773689335728e-01 2.625089587926958679e-01 6.498663741981812736e-01 -2.185388060226085838e-01 5.126349639523749557e-01 1.905418976869890091e-01 6.041492883525797497e-01 -4.688019861395174570e-01 -1.404769054088270686e+00 -5.040499304729584296e-01 1.583215389930768546e-01 8.772061630187214520e-01 -9.030283663347171697e-01 1.211952964515524284e-01 -9.756438347115360676e-02 -2.731185361524792743e-01 7.686354285290455390e-01 4.507996881418351864e-01 1.186477150490954813e+00 -4.694087341286992676e-01 4.932962000275988856e-01 2.483293472426729043e+00 1.140457989083267787e+00 -1.323637353882088030e+00 -1.675230150041661092e+00 7.793210833209833766e-01 -6.085443505417234382e-03 -1.154360998350344308e-01 -3.586987539197146746e-01 -1.296811449688813456e+00 -8.054905205971140125e-01 -9.858676607184682084e-01 6.040071127691730712e-01 6.752309749245628545e-01 -1.846722332819835000e+00 -5.445830292447260135e-01 1.213016758219569668e+00 1.407328003858632215e+00 -2.982684227870298077e-01
